,content,L,G,B,T,O,NR
234,"@TraviesoArce pinche puto maricon sin huevitos, miedo  o que, primero de hablador y ahora se disculpa con el otro falta de huevos. 💩💩💩",0,1,0,0,0,0
235,@EVIDEGARAY @SofiaRiveraT Que linda tu abuelita gay @EVIDEGARAY  eres puñal url,0,1,0,0,0,0
236,No tarda en que las jotas liosas se pongan a hacer comparaciones al url 😋 url,0,1,0,0,0,0
237,"¿En qué momento @Tinder permitió que el apartado de mujeres se llevará de homosexuales que fingen ser mujeres?

Y todavía cobran por verlos.

Estás fracasando, @Tinder.",0,1,0,0,0,0
238,Como me caga CR7. Es un jugador único. Pero toda su excelencia se opaca por toda la estupidez que hace. Es un maricón.,0,1,0,0,0,0
239,"las tragedias que marcaron el 2021.

-legalización del matrimonio homosexual.
-asalto al capitolio.
-protistas en cuba.
-Atlas y Cruz azul campeones.

por un 2022 lleno de bendiciones, éxitos y alegrías y por menos tragedias.",0,1,0,0,0,0
240,"@AristeguiOnline Si no le creen a la lesbiana ésta, chequense a el MENSIAS, claro ejemplo del tema",1,0,0,0,0,0
241,¿Qué onda con las amigas de mi hermana que tienen 13 años y dicen que son bisexuales? O seaaaa,0,0,1,0,0,0
242,"HUELE A JOTO (@ Playa de los Muertos in Puerto Vallarta, Jalisco) url",0,1,0,0,0,0
243,"@LaSantiagoo Jajaja pos no lo tengo, mariquita. Te llamaría para decirte ""gay"" o algo así, después colgaría.",0,1,0,0,0,0
244,O ya mejor me hago puto,0,1,0,0,0,0
245,"Esos weyes que tienen cejas de travesti sabe que me dan, como la jota de la tele",0,0,0,1,0,0
246,"Putos de mierda, no equipa mas maricon, sin clase, sin corazon, sin url hay equipo que mas odie que chelsea",0,1,0,0,0,0
247,"@NachTavera Ni estes de joto, yo siempre te hablo perro",0,1,0,0,0,0
248,@_nxlsxn @caracoldiaz Es Tatiana el joto. Parece que no la conoces encuerada.,0,1,0,0,0,0
249,@CoincaMx @Jackskinripper @Robertito_Bravo Tu te vas a pescar con tus Mayates a mar adentro para que nadie vea tus depravaciónes. Tremendo homosexual.,0,1,0,0,0,0
250,"Ya parecen transformers esas madres, y ciertamente soy pobre url",0,0,0,1,0,0
251,Puto vestido culero.,0,1,0,0,1,0
252,"Se te acabo tu juego maldito joto asqueroso, esta me la pagas pq me la pagas, 🤭😡",0,1,0,0,0,0
253,@uomodisabbia @Chivas @ReligionSagrada @RefuerzosChivas @somos_de_chivas Jajaja. Siempre se tira al piso como maricon. Ya lo confirmó,0,1,0,0,0,0
254,@XxxAbsolut @HalconNegroJR @damiandgc @fragsalitalent Lo peor es que debes de ser un pinche joto horrible que se escuda tras una cuenta sin foto de tan culero que estas. Minimo se me disumula la gordura con la faja pero  a ti lo muerto de hambre y ardido nunca se te va a quitar. 😘,0,1,0,0,0,0
255,@SanCaReforma Chinga tu perra madre jotito,0,1,0,0,0,0
256,"@GranTocin0 Por fin se te quito lo puto, celebro.",0,1,0,0,0,0
257,Ya están grandes jotos para que se mamen con eso de Disney+. 🙄,0,1,0,0,0,0
258,"Mis felicitaciones por este medio a los dos putos de la 4 shit @AntonioAttolini  y @gibranrr no son gays pero ,si se los siguen cogiendo , si se pueden hacer ! url",0,1,0,0,0,0
259,"@HadaLizy @CervezaTecate @tecate no hay broncas, usemos mujeres Trans peluqueras para hablar de orientación sexual. Educación nula.",0,0,0,1,0,0
260,@cafrealvolante Puñal,0,1,0,0,0,0
261,"Pero se ríen de una cuando hablo de la gente trans especie que va a poner a prueba lo que es el identificarse humano.

No es queja, me parece espectacular. Estas cosas (sean performance, burla, o en serio) ... son el futuro 👇🏻 url",0,0,0,1,1,0
262,"Todd Phillips, director de la Película del  Joker, ya aclaro que este no estará basado en los cómics de DC sino de su propia adaptación e interpretación

Avisados están para que no anden de pinches maricas llorando en sus redes sociales.. Possers url",0,1,0,0,0,0
263,@Tamedamus @atlasfc Las mariquitas les dicen ahora!!!,0,1,0,0,0,0
264,los fifas cuando vean a mucho joto en el estadio del superbowl para ver a Rihanna url,0,1,0,0,0,0
265,"“La gente no binarie puede no usar reloj, usar dos relojes, usar reloj en cualquier mano, usar medio reloj, usar reloj solo en los pies, o ninguna de estas o todas de estas al tiempo.” -Manual de Urbanidad de Carreño, edición 2023",0,0,0,0,1,0
266,"@eEduardoBR No negare que mi equipo ande mal, de hecho me caga como juega pero si te ofendiste con los comentarios pues que Puto, amigo :)",0,1,0,0,0,0
267,@divette10 Pose de lencha alfa 🤣,1,0,0,0,0,0
268,"@aurelionuno A ti lo que menos te importa es la niñez mexicana, los utilizas para escudar tus mezquinos intereses, pinche mayate.",0,1,0,0,0,0
269,"Me cambiaste por una gorda, mísera, machorra y culera. 🖕🏻😎 url",1,0,0,0,0,0
270,@TSnGirls @brittanya187187 @Travel4TG @GirlyShemales @SEXYBEAST742 @SexyTgirls69 @ShemalePRO @mytsvideo @ShemaleLusty @Ts_Lolita @NenasTransCom @b_tranny2 @trannylovee @tgirl69love @blacktgirltube @TsCamStars @brazil_trans @blacktgirlsinfo @godivatgirls Hermosa,0,0,0,0,1,0
271,"—Bueno, pues ya pasó la euforia papá, ahora sí dime, este vestido es blanco o azul?
—Que me vale verga el color ya quítatelo pinche maricón!",0,1,0,0,0,0
272,"@pedroferriz3 Y todo para que??  Para que termines mordiendo almohadas.

Mayate!",0,1,0,0,0,0
273,"@Dana_Corres @ytzmaya @sof_j @laura_lecuona @la_go_mess Hmmm te entiendo. Reconocer diferencias implica luchar por terceros.

Solo, ¿como no aplica esto con mujeres indígenas? O trans-nacionales?

Ahora, como yo lo veo -digamos que desde lo personal- yo me estoy sumando a tu lucha. No negándola.",0,0,0,0,1,0
274,Machorra y americanista 🤔,1,0,0,0,0,0
275,@RICARDOPELAEZ9 marica,0,1,0,0,0,0
276,"El que se cree bien macho y disque Influencer pero realmente @SoyRobRMX es marica y puñetas que le gusta el color rosa y que se pone un mameluco de niños. 🤣

#ConLosNinosNo #RedAmlove #OposicionMoralmenteDerrotada @gallotal #RedAMLO @rorocanibal url",0,1,0,0,0,0
277,"Como chingan con el grito de puto, si te sientes ofendido es porque esta bien pendejo no porque odiemos a los homosexuales",0,1,0,0,1,0
278,Se verá muy joto el baking? 😂,0,1,0,0,0,0
279,Ustedes no quieren a nadie. No se hagan jotos. Porque cuando les llega alguien. Ahí están cargándola!!!,0,1,0,0,0,0
280,@juliandlg11 Aplican el 69 o que? Ches jotos,0,1,0,0,0,0
281,@_AngelAlcala @amealegarza OH RAYOS! YA VINO EL JOTO,0,1,0,0,0,0
282,"Puto: check
Joto: check
Maricón: check

El problema es suyo, no nuestro.",0,1,0,0,0,0
283,@asiesmonterrey @ZeusXolDTj @_vicman @PonchoDeNigris no salio domador jotito de poncho no doma ni mayate que trae,0,1,0,0,0,0
284,@52lindaG Si🌚 me gusta la pelea. Jijiji vamos a darnos en la madre mariquita,0,1,0,0,0,0
285,Y ahora todas las jotitas nuevas van a vomitar de elogios a la Gaga. Sorry pero no es Jessica Lange #GoldenGlobes,0,1,0,0,0,0
286,"Así nuestro México que consulta a un charlatán y transexual para ver como le irá este año, dan hueva paisanos #MhoniEsHechiceroDeSatanas",0,0,0,1,0,0
287,@javierbaez_ Es un castigo por tanto joto que hay en CDMX.,0,1,0,0,0,0
288,@djottomty @mike_diazz1 Es bien joto este pinche miserable mijo!,0,1,0,0,0,0
289,"Esos que le cargan la bolsa a sus mujeres, también mean sentados?

Pinches jotos",0,1,0,0,0,0
290,"@Jackskinripper Ya todo le quieres regalar azael, tremendo joto!",0,1,0,0,0,0
291,Ya casi es Junio y tu sigues de puta #ElGorgojoDeMORENA,0,0,0,0,1,0
292,Y hablando de lesbianas.. ya vieron la última foto de Justin Bieber? XD,1,1,0,0,0,0
293,"@AndyRosales_20 @Pellomaldonado Sin llorar pinche maricón, les ganamos la que nunca van a ganar pinches mediocres url",0,1,0,0,0,0
294,@jc_osorio123 @MauroD_Ortega mauro marica jajaja okok.,0,1,0,0,0,0
295,@gerrykan @MarcoFabian_10 ay! ay! tú las traes. Maricón.,0,1,0,0,0,0
296,@LaMuxeVIP @Ventaneandouno @ElCabaretito @EnvyGDL Pues el ENVY te apuesto hubiera matado por url Que lastima que te escudes en un perfil falso para tirar tanta mierda siempre maricon!,0,1,0,0,0,0
297,@colorsito_ @PinkKokkoa Callate joto que ahí sigues,0,1,0,0,0,0
298,Las cervezas preparadas son para jotos.,0,1,0,0,0,0
299,@revistaproceso pinche joto!,0,1,0,0,0,0
300,"@Blanca02394201 Jajajajajaja perdiste por default, gané marica😎",0,1,0,0,0,0
301,Por puto url,0,1,0,0,0,0
302,"@valndin Esos que te dijeron eso son gay, los hombres no rajamos y diles que digo yo. url",0,1,0,0,0,0
303,@tuca_ferretti @MiguelHerreraDT si  que paso pinche piojo puñal jajajajaja   profe tuca es lo máximo usted   vamos por la  sexta copa  :),0,1,0,0,0,0
304,Con Argentina se chingan pinches holandeses maricones hijos de su PTM!!!!,0,1,0,0,0,0
305,@VicenteFoxQue @centrofox Marica de mierda.,0,1,0,0,0,0
306,@Alex_16ec @sopitas @greciaplg Pensé que ya no podías ser mas joto ahha,0,1,0,0,0,0
307,Nunca había visto a tanto maricon reunido.,0,1,0,0,0,0
308,Weey pero esque pinche gays y lesbianas dan un mal ejemplo 🙄 url,1,1,0,0,0,0
309,@ClubAmerica Excelente vamos contodo mañana a ganar el #ClasicoNacional y a callarles el hocico de perras con cuernos a los maricones de chivas,0,1,0,0,0,0
310,"Si tu marido no te defiende de NADIE, Felicidades no tienes marido tienes un marica.  #SeTeniaQueDecirYseDijo",0,1,0,0,0,0
311,JAJAJAJAJA k marica que me bloqueas por wa @esteban_gv97 no aguantas nada😂😂😂😂😂,0,1,0,0,0,0
312,Magnate ofrece 130 mdd al hombre que conquiste a su hija lesbiana url,1,0,0,0,0,0
313,@FDCRadio No pues esta medio canijo darles consulta a las #MANFLORAS...GAYSurl#TRANSGENEROSurl hasta posiblemente #VIOLINESurl Cañurl,0,1,0,1,1,0
314,@ClonMil Quédate con tu Vieja 😜😜😜 pinche viejo joto😃😃 url,0,1,0,0,0,0
315,Algún día me voy a casar con Puerto partida (Soy un marica digo soy un cobarde),0,1,0,0,0,0
316,"#GanóDelMazo es NETA!? JAJAJAJAJA PATÉTICOS PRIISTAS DE MIERDA NO VA A GANAR ESA JOTA DE CLOSET!
#NoMasPRI",1,1,0,0,0,0
317,Puto maricon!!! #RayadosNoSaleCampeon,0,1,0,0,0,0
318,@ElssieIp Hasta que saliste de tu escondite mariquita,0,1,0,0,0,0
319,@angelmezaw Hazla de campos de concentración y matan a los jotos,0,1,0,0,0,0
320,@DavidPechSosa porque siempre me insultas :( .. MARICON! .I. No veniste a casa de h u.u,0,1,0,0,0,0
321,@EvySoto Sí la costeña tiene chile es #transgenero jajajajjajjaaja,0,0,0,1,0,0
322,"Empezando el cumple del marica de René con Juan (at @CamaronChelero1 in Guadalajara, JAL) url",0,1,0,0,0,0
323,Tengo gustos bien maricas.,0,1,0,0,0,0
324,Traguese bien la verga o lo madreo puñal url,0,1,0,0,0,0
325,Puto url,0,1,0,0,0,0
326,@jdonadus puro joto en tu foto de avatar !! Jajaja url,0,1,0,0,0,0
327,"Si la que te gusta tiene un amigo gay, automáticamente se vuelve una mamila en url",0,1,0,0,0,0
328,¿Son jotos o que? JAJAJA,0,1,0,0,0,0
329,"@ArielURosas @nuxsilva Ayuññ. Pos es que me dicen: OPH, SEND NERDEZ TRANS.

Y yo de.. “AHORA APLICO MI CARTA ARIROSAS Y SU PODER” * música yugioh *",0,0,0,1,1,0
330,@agh_bo @Adal_gvc No lloren jotos,0,1,0,0,0,0
331,@Faitelson_ESPN Puto gordito ! Eres de moral distraída . Satanizando a ReNalgon Ibarra,0,1,0,0,0,0
332,@aleg0mez me cago de risa el twit de joto el que se dio cuenta que no tenía la corona hahaha,0,1,0,0,0,0
333,"""Es que es url""

@sneeil 🙊😅😄",0,0,0,0,1,0
334,@rigodelarosa_ A que le tira pare si usted es bien joto quiere con otro,0,1,0,0,0,0
335,Me toco un gay en Uber☹️,0,1,0,0,0,0
336,Pinche estupido marica wey quítate del aparato alv 😑,0,1,0,0,0,0
337,@iamfernandabec Oi nomas! En mariquita escandalosa,0,1,0,0,0,0
338,"La chinita sigue creyendo que el Frank es ""hombre""

Hasta mayate tiene en el gimnasio.",0,1,0,0,0,0
339,@evilblackmx @ACIDminds ¡si! Pinches redes sociales jotas que usan corazones de repente (hace años). url,0,1,0,0,0,0
340,@Carlos_Riveero @dyra_nicole aiii el puto y sus mayates jaja asta ke no la violen en campeche,0,1,0,0,0,0
341,"@CapiSpeaking travesti  es un vato con vestido, transexual vato con chichis, transgénero, vato sin pilin",0,0,0,1,0,0
342,@JoseHin27 no andes de llorón joto,0,1,0,0,0,0
343,Veracru tierra de mayates y de hermosas mujeres url,0,1,0,0,0,0
344,@FelipeCalderon Una botella de alchol para este borracho pendejo q en su secsenio nunca bajó mucho menos en el del maricon de peña,0,1,0,0,0,0
345,"Wey, peda con rolitas de Lady Gaga, no porque me sale la jotita interna",0,1,0,0,0,0
346,@SabeMono estaba rimando contigo puñal,0,1,0,0,0,0
347,Pinche maricon pendejo!!!!! Neta ojalá que se url🤬🤬🤬🤬 url,0,1,0,0,0,0
348,Solo los jotos. url,0,1,0,0,0,0
349,"EL MARCELO TIENE SUEÑOS GUAJIROS,ERES UN FRAUDE PENDEJO HOCICON,MARICON COBARDE,IGNORANTE,MENTIROSO,IRRESPONSABLE, FOX TE CORRIÓ POR IRRESPONSABLE PENDEJO DEJASTE QUEMAR A DOS JUDICIALES,,ADEMÁS TIENES CUENTAS PENDIENTES,DESGRACIADO ARRASTRADO LAMEBOTAS DE TÚ AMO Y DUEÑO AMLO. url",0,1,0,0,0,0
350,"- ¿Porque no puedo hablar del aborto?
Post moderno - “No eres individuo de la especie humana con útero”
- Los transexuales tampoco tienen útero.
Post moderno - “chtm, discurso de odio, cavernícola, retrógrada, y tú pinche Dios que!!” 

Así razonan. 😎",0,0,0,1,0,0
351,@rdz_roberto @donrober_ nosotros si sabemos. Perder marica,0,1,0,0,0,0
352,"Si se va a vestir de puta como todos los años en halloween por lo menos en este año si PÓNGANSE DESODORANTE, luego anda bien HEDIONDA CON su suspensorio y arnés imitación piel todo sudado, lleno de meco de desconocido. RESPETO",0,1,0,0,1,0
353,#EsTiempoDe que ya mandes un mensaje al grupo mariquita @MauHCorona,0,1,0,0,0,0
354,¿Y si los tierraplanistas viven en un espacio polidimensional donde la tierra SI es plana? ¿Y si son personas no-euclidianas? ¿Y SI LA CIRCUMFERENCIA ES IDENTITARIA Y ELLOS SON TRANS-PLANOS? url,0,0,0,0,1,0
355,@xjaguayo @ChumelTorres Jajajajajaja solo contesta los que le calan el closetero del chumel jajajaja,0,1,0,0,0,0
356,Maldito marica envidioso. Deja de criticar. &gt;.&lt;,0,1,0,0,0,0
357,"Putas maricas no los pueden tocar porque ya les quebraron el puto pie, puro pinché drama",0,1,0,0,0,0
358,"- Algo peor que un Americanista Maricón???😉
- Un Tigre que se cree grande!!!

Jajajajaja",0,1,0,0,0,0
359,"“Cualquier actor o actriz puede hacer cualquier papel”, ustedes trans como molestan.

Ya los veo si hubieran propuesto a Halle Berry para ser el próximo Batman.",0,0,0,1,0,0
360,"@mauriciopedroza Amo Molotov. Pero en Ukrania donde vivió mi compa @martindelp, dudo que canten “Puto”. “Rayando el sol” es un éxito allá…",0,1,0,0,0,0
361,Ttu te estas tirando a ese trol bizco y sifilitico y yo soy la loca jajajajjajajaj,0,0,0,0,1,0
362,Como que últimamente ando muy intolerante a la mirada lasciva de los pinches jotos #ARomperHocicos,0,1,0,0,0,0
363,Comprobado. SER TRANS ES EFECTO SECUNDARIO DE LA CLONACIÓN. url,0,0,0,1,0,0
364,"@juncalssolano Callase el hocico pinche transformer matraquero, url",0,0,0,1,0,0
365,"Jefe, ese puñal es un botarate o sea, un PENDEJO. Saludos. url",0,1,0,0,0,0
366,"Wey, quien en su sano juicio dedica como ""canción de amor"" I'll never love de Gaga. Js, es una canción de despedida no una canción romántica para dedicar a tu pareja actual.
Ni para eso sirven maricones. url",0,1,0,0,0,0
367,@Adan_Coromoto @NicolasMaduro Par de maricones!!!,0,1,0,0,0,0
368,@SantosFdz @juanburgos Los empresarios jotos que tiene. Cuentas en dólares del otro lado,0,1,0,0,0,0
369,"El mejor modo de confesar algo horrible es decir “OIGAN TODES” seguido por algo así pero deleznable.

Y bien que pueden decir donde enterraron a JFK y a Colosio luego de su parrandón homosexual. La gente solo va a leer y no superar el “todes”. url",0,1,0,0,0,0
370,@OmarMtzC99 maricon,0,1,0,0,0,0
371,"Año 2008: qué chica más guapa, ojalá esté soltera.

Año 2017: qué guapa, ojalá no sea feminista, transgénero,  bisexual, lesbiana, pansexual",1,0,1,1,1,0
372,"@chivochelero @stark_spiderman @Emmanuel_42 Con esa cara de imbecil deberías de pensártela dos veces antes de tirar carrilla we, no mms, estás igualito al periodista puñal, un gordo con lentes. Aparte esa tes humilde no te deja wilo puto",0,1,0,0,0,0
373,"@Anahi ERES UN ASCO DE PERSONA. Ya que eres la muñequita del homosexual pendejo ese, mínimo haz algo por el estado que te alimenta. ¡ZORRA!",0,1,0,0,0,0
374,"Mariquitas, Mariquitas, como niñas siempre gritan. url",0,1,0,0,0,0
375,@CarlosLoret @EPN @realDonaldTrump @lopezobrador_ De todos modos nadie te cree !!! Solo sabemos que eres un periodista amarillista y homosexual !!!!!,0,1,0,0,0,0
376,"Alguien es bien nena, mariquita y flojo y además no quiere aceptarlo.",0,1,0,0,0,0
377,@ASCUNMX @Jackskinripper @rivero_vic Que url ando url si no url ( como buenos putos que son) no url,0,1,0,0,0,0
378,Me da mucha risa cuando las lenchas se creen un chingo cuando en realidad nadie las pela #ridículas,1,0,0,0,0,0
379,"O SEA YA SUPERALO, NO TE QUISO, TÚ NI ERES LESBIANA, BUSCATE A UN WEY, COGE CON EL Y YA A LA VERGA.",1,0,0,0,0,0
380,"Ha de ser bien feo tener un madral de dinero, y ser gay.",0,1,0,0,0,0
381,@Anibal_Alvarado Para mi que son los maricas amarillos que se hacen pasar por Rayados para Crear un mal ambiente en torno de mis Rayados.,0,1,0,0,0,0
382,@alfonsineb @Mauriziosann @josealemano @Oscar_Dorantes @Jeglemqz @pablorubenv @kapeyo @linea_caliente Pero ponchito para ser politicus primero evita la parranda y el baile gay  ok es mala url url,0,1,0,0,0,0
383,@metik Pinche puto. Y seguramente se mete otras cosas,0,1,0,0,0,0
384,Si ya sabemos que te pones en cuatro por una chela y aquí vienes a tuitear que te haces la difícil. Jota ridícula.,1,1,0,0,0,0
385,"LeBron es una diva, todo reclama, ojalá hubiera jugado contra los Pistons o Knicks para que viera que es madriza.

Mariquita el ""rey""",0,1,0,0,0,0
386,@florivonVeliz Nunca te ha dicho en Multimedios que pareces un vato o un transformer?? Arreglate!,0,0,0,1,0,0
387,@Reporte_Indigo Cuando los hombres den a luz en una sociedad pervertida y degenerada dominada por transgéneros sí.,0,0,0,1,0,0
388,"@Zangavii @Zangavii será gay solo así se entiende su accionar de por sí tienen fama de maricones, no piensa le gana la emoción",0,1,0,0,0,0
389,No es no PINCHE Maricon. url,0,1,0,0,0,0
390,"@johnerencastle Eduardo Verástegui terminó de mayate de políticos, le deja más que trabajar en Televisa.",0,1,0,0,0,0
391,@m_ebrard @GobiernoMX Todos los que conforman la ONU son putos jotos y url,0,1,0,0,0,0
392,"Puto el que me de unfollow, ahora que deje tw.
FAV.",0,1,0,0,0,0
393,"Si la gente supiera que eres un marica que manda Biblias por WhatsApp, se te caería tu teatro de ""Me siento bien vergas""",0,1,0,0,0,0
394,Ta muy jota la foto vdd?,0,1,0,0,0,0
395,@Pierre_C97 @vEdgar45 @pptnlk @MonchePepe @InvictosSomos Si la verdad se ve muy joto ese!!! 🙈🙄🤣,0,1,0,0,0,0
396,@Chivas jotos maricones como @jorgevergara  url,0,1,0,0,0,0
397,Macho alfa que se respeta no se anda con esas mamadas de usar guantes para entrenar. Pinches afeminados con los huevos de adorno pendejos.,0,1,0,0,0,0
398,@CaroRuix ahhh no entonces es una amiga closetera mas !,1,0,0,0,0,0
399,"@CNNMex Bravo ¡ ¡ ¡, y que los homosexuales ya no se involucren en el look de las modelos.",0,1,0,0,0,0
400,"#LoMásLeídodeLaI » Envían a ""Las Machorras"" al Cereso url",1,0,0,0,0,0
401,"Cc que Jotos los hombres que usan ""Cc""",0,1,0,0,0,0
402,Tener todos los álbumes de Justin en iTunes no me convierte en gay verdad?,0,1,0,0,0,0
403,@cperaza @aletzbravo como tu no puedes MARICON,0,1,0,0,0,0
404,Que marica me pareces. 😝,0,1,0,0,0,0
405,Y la jotita Michoacána?,0,1,0,0,0,0
406,@bluue18 @emigamuza Alguien no quiere pagar algo!? QUE PINCHE MARICA.,0,1,0,0,0,0
407,Pinche morro meco traes un Mazda y te estacionas en doble espacio para que no te lo rayen 😂 ni que fuera Ferrari joto,0,1,0,0,0,0
408,@JoseBuendiaMx @EscribaPersonal Por supuesto que son venganzas de este homosexual reprimido.,0,1,0,0,0,0
409,"Ahora resulta que los hombres son pinches lesbianas, váyanse a la chingada todos.  Pinche mundo loco. url",1,0,0,0,0,0
410,@ArturoDammArnal @lopezobrador_ Fuera puñales de mi perfil,0,1,0,0,0,0
411,@bizbiriije @10APG @TigresOficial @gracieve @bizbiriije @10APG @TigresOficial  otro jotito rayado enamorado que quiere que le contesten jaja,0,1,0,0,0,0
412,"-Jajaja piiiinche joto, quien te pinto las uñas joto?
-Tu mamá",0,1,0,0,0,0
413,Que chido estuvo el masaje! Lo cagante fue que al ultimo me di cuenta que era puto😶💥🔫,0,1,0,0,0,0
414,@andreaurriza fue @ManceraMiguelMX y sus amigos jotos,0,1,0,0,0,0
415,"ES : Kirk Cameron: “Dios odia a los gays, van a ir al infierno”  - Yo no escogí ser heterosexual pero todos esos… url",0,1,0,0,0,0
416,"Me acabo de acordar que Juanpa me dijo que su mamá pensó que yo era lesbiana.
YA VEN QUE SI ME URGE NOVIO",1,0,0,0,0,0
417,"@TosscoMayor @Jackskinripper Se me hace que entre los 2 se quieren coger a @AlejandroMay11, par de Mayates.",0,1,0,0,0,0
418,@rturrent @HellDevice @SergioSarmiento Que inmoral es este joto,0,1,0,0,0,0
419,Puro joto va a la escuela hoy,0,1,0,0,0,0
420,Amigos hoy no pude hacer sentadillas agusto porque un horrible homosexual me veía las nalgas.,0,1,0,0,0,0
421,"Beto y Enrique de Plaza Sésamo eran pareja, tenían que salir con esto. ¡Por favaar, a fuerza  tiene que ser todo gay!",0,1,0,0,0,0
422,@Valerebe20 Ojalá ese puñal ya no pueda ir a USA,0,1,0,0,0,0
423,"fernanfloo no as hecho lo que te dige de geometry dash que juegues otro nivel que no sea online o eres marica, puto miedos de mierda maricon",0,1,0,0,0,0
424,Qp con esa loca lesbiana🌚😳,1,0,0,0,0,0
425,"Eres mega puto!!! Turbo, ultra come sables.  url",0,1,0,0,0,0
426,Me daría oso que mi novio se pusiera de joto con sus amigos cuando anda bien pedo @MeDicenChu @FosiZaldivar url,0,1,0,0,0,0
427,jotos de gdl con aires de diva no plz,0,1,0,0,0,0
428,@artusantillanes Dile a medrano q no se joto y hable mal de su mugre empresa y vendan al equipo !!!,0,1,0,0,0,0
429,"""Nosotros respetamos la decisión de fulano"" Qué frase tanhueca ypuñetas yvacía ajajaja osea dequésirve? Esmásbien para decir NOS CAGA, JOTO!",0,1,0,0,0,0
430,@DanielGCalderon te cortaste el pelo marica ?,0,1,0,0,0,0
431,"@Psaramanuela2 @palopalitom Visaje el suyo marica, ya sé ve peor que ya sabemos quien ...",0,1,0,0,0,0
432,"@Pajaropolitico @NewsweekEspanol QUE CHINGUE A SU MADRE ELLO, PORQUE ES JOTO, Y SU MADRINA EL ORATE RT",0,1,0,0,0,0
433,"@AbandonadosTV @YorshDePolanco @JulietaGrajales 
Estas viendo q sé ve bn joto Jul, tenía mejor impresión de el pero cada día es url",0,1,0,0,0,0
434,"Todos los hombres que se emocionan por ir al Corona Capital, usan Kotex y fuman mentolados, ódienme pinches jotos. 😂",0,1,0,0,0,0
435,"Mañana podrán salir todos! ya que no habrá delincuentes! todos estaran crudos o borrachos, porque gano su equipo de maricas",0,1,0,0,0,0
436,@albertochavezv #MarchaHeterosexual putas para todos y trato especial para los que todavía están indesisos y se queden en el camino machin,0,0,0,0,1,0
437,Mariquita url,0,1,0,0,0,0
438,Tenia que ser su hermano jajaja igual de pinches jotos los dos😂😂😂,0,1,0,0,0,0
439,Estaban unos vatos gays enfrente de mi y de besaron bien cabron que hasta me sentí violado,0,1,0,0,0,0
440,@entron82 ¿Putito te refieres a mi?,0,1,0,0,0,0
441,"@caballonegro Por mi está OK que lo señalen. Es solo el hombres, mujeres Y TRANS que me da aaaaaaaaaa",0,0,0,1,0,0
442,"@javier8bello @ChivasFemenil Jajajajaja ya Se we, si así tengo pegue con los jotos con esa más 🤦🏻‍♂️",0,1,0,0,0,0
443,@zerock91 Ya en julio de jotas ridículas jaja,0,1,0,0,0,0
444,"Sabía que eran maricas, pero no tan descarado!!! 😂😂😂😂 url",0,1,0,0,0,0
445,@SoyEcchi @mayatitos 🤤🤤Quiero.,0,1,0,0,1,0
446,"Que joto queriendo hacer un gol, fingiendo una falta.  

#Tipicodelamerica",0,1,0,0,0,0
447,@jeetchiapas Jajajajajajaja puto,0,1,0,0,0,0
448,"Una de las cosas más vale verga y jotas del mundo es decirle #tipa a una mujer. Mejor dile #puta, suena menos mal. Si lo haces, homie: url",0,1,0,0,1,0
449,"‘ Por fin saliste de tu escondite mariquita @ErickSolana 

url vía @YouTube",0,1,0,0,0,0
450,"@josuegonzaleztv @blancoduran @TigresFemenil @rayelizalder @MtyFollow""Bloqueare al que me insulte""

Quieres tu té en tu taza de princesa de Disney, jotito",0,1,0,0,0,0
451,Cervezas light??? Jotos tenían que ser!! 🙄🙄🙄 es lo que hay! @ Embarcadero Nuevo de Nativitas url,0,1,0,0,0,0
452,"Lamentable que mis seguidores hombres, sean tan homosexuales. url",0,1,0,0,0,0
453,"Yo y mi súper poder de tener a puro fan, JOTO! QUE HORROR",0,1,0,0,0,0
454,@Lalord_ Ya se te quitó lo marica sentida?,0,1,0,0,0,0
455,@LpezVergara2 @el_mas_callado url también hay mucho travesti y trans 🙄,0,0,0,1,0,0
456,"#PersonajesIlustresCEGL Karla Villarreal y el niño""maricon"" que mordio a su hijo.",0,1,0,0,0,0
457,"Señor @eliabito le sienta bien la televisión, debería ser conductor de tv, nomas hable con más huevos que se escucha como joto jajaja",0,1,0,0,0,0
458,"Ese Pinche Joto Igual Se Ve Horrendo Con Los Filtros de vato o Vurl Mejor Que Siga De Puta Posteando Fotos En Calzones Viajando Por El Mundo, Puta Jeta Quasimodo",0,1,0,0,0,0
459,Mi @ConchitaWurstQue Pitos Toca En Los #GoldenGlobes??? Maldito Joto Feo!  url,0,1,0,0,0,0
460,"@Alejand53455108 @PhilPage30 @ChumelTorres Ahí lo dice claramente, aparte de joto,mitomano? url",0,1,0,0,0,0
461,@iPalazuelos69 @BeatrizGMuller @LedVarela Puta madre si sigues al joto de culo de hacha ya se de que lado haces agua Jajajajaja Jajajajaja,0,1,0,0,0,0
462,"El favor mas grande que le pueden hacer a las jotas que adoran llamar la atención a través de polémica, es ignorarlas.",0,1,0,0,0,0
463,"@kymberlybebita @AlexisR34751565 No lo tomen en cuenta, los va a dejar plantados el maricon pocos huevos este. url",0,1,0,0,0,0
464,Pinche grupito de puros putos no mmes,0,1,0,0,0,0
465,"El Waze es para mariquitas, un verdadero macho alfa lomo plateado barba cerrada nalga torneada, se mete por donde su instinto animal le dice",0,1,0,0,0,0
