Unnamed: 0,content,L,G,B,T,O,NR
730,@oficialfrenaaa en vez de sumar dividen al país de un pendejo como su líder esquizofrénico y puto por k anda con sus pinches guaruras pero el día que te vea te parto tu madre cabrón y búscame tu solito puto,0,1,0,0,0,0
56,"@flaminkgoes ufas amigos, si no fuera algo muy gay te declaramos nuestro príncipe.",0,1,0,0,0,0
888,haciéndosela de pedo a jotos useless,0,1,0,0,0,0
718,@maxi_hp @frankymostro no manches ese es un transformer,0,0,0,1,0,0
163,yo url puto el primero que se contagie del coronavirus! 🤣🤦‍♂️🤒,0,1,0,0,0,0
109,morirse en una clase de la escuela es pa' jotos,0,1,0,0,0,0
382,@alfonsineb @mauriziosann @josealemano @oscar_dorantes @jeglemqz @pablorubenv @kapeyo @linea_caliente pero ponchito para ser politicus primero evita la parranda y el baile gay ok es mala url url,0,1,0,0,0,0
1033,@pereaoficial jajajaja url puto,0,1,0,0,0,0
361,ttu te estas tirando a ese trol bizco y sifilitico y yo soy la loca jajajajjajajaj,0,0,0,0,1,0
529,buenos dias js closeteras y obvias ya es diciembre deseo de corazón que se vayan a la berga este dia y mes 🖕🏻,0,1,0,0,0,0
346,@sabemono estaba rimando contigo puñal,0,1,0,0,0,0
770,por qué no le dicen a esta lesbiana que callada se veria mejor nadie le pidio su perra opinion y antes de hablar que se lave el hocico con agua bendita la señora verónica castro es una gran dama y una gran mujer . se tenía que decir y lo dije url,1,0,0,0,0,0
783,@odiomistweets ya ven joto,0,1,0,0,0,0
67,"me reeemputa que dejen jugar mujeres trans en torneos femeniles, como vergas blockas a un@ cabron@ de 1.80 que pesa el doble que tú y tiene el triple de fuerza",0,0,0,1,0,0
649,"@takermetal no, solo digo que yo comencé mi día a las 6 así que mi día ha estado chingon :v tu eres el puto que de cualquier cosa te gusta andar alegando xd",0,1,0,0,0,0
887,@_migueljasso @abril_luna2 ni t metiste joto,0,1,0,0,0,0
805,"@l_hirieo otro - feminists tradicionales: ""la imagen de la mujer es cosificada para el hombre""... mujeres trans: ""quiero ser re sexy (cirugías mil)""",0,0,0,1,0,0
737,"@vikh666 estuvo (se escuchará medio joto, pero es la verdad) re bien bonito.",0,1,0,0,0,0
650,"@alantheprince @n_eslaquit usted, joto xdd",0,1,0,0,0,0
1026,@lvidegaray puto-maricón @epn @rgilzuarth @ildefonsogv idiotas y corruptos todos @sedenamx para que lo tienen de pie url,0,1,0,0,0,0
917,"@abcnoticiasmx tengo amigos gays y hasta ellos mismos reprueban andar besándose enfrente de la gente ,dicen que si piden respeto deben de dar respeto ,y no los veo quejandose por eso,",0,1,0,0,0,0
885,"@luzkabrona no sabía que eras lesbiana aunque sí tienes como tipo de machete, pero me sorprende que te encueres😷😷",1,0,0,0,0,0
641,"—alguna pregunta? —profe ¿if a transsexual protagoniza a viral video, es lord o lady? —de la clase, pendejo. —ah no, ninguna.",0,0,0,1,0,0
1001,nunca había usado un pantalón tan homosexual,0,1,0,0,0,0
240,"@aristeguionline si no le creen a la lesbiana ésta, chequense a el mensias, claro ejemplo del tema",1,0,0,0,0,0
566,"@_tiogamboin al menos los de acá de oaxaca no nacemos tan mongoles y gays como un tal ""gamboín"" te podemos hacer desde un ""taco al pastor"" (de trompo tienes el cuerpo) hasta darte tu ""sushi"" claro su- url 🌶 😂😂",0,1,0,0,0,0
1009,@samuel_garcias vete al carajo!!!! pinche mandibulín machorro joto.,0,1,0,0,0,0
597,"pinches científicos pillos. economizar el desarrollo de biocombustibles? nel, vamos a investigar cuáles animales suelen ser bisexuales, lol",0,0,1,0,1,0
808,hay algún jugador más puto y maricon que gago???? @matidigia,0,1,0,0,0,0
952,"@barbarasanz7 @ijcasas grandísimo patan, corriente y maricon",0,1,0,0,0,0
394,ta muy jota la foto vdd?,0,1,0,0,0,0
170,@diegoteodia pinche joto jajajajajaja,0,1,0,0,0,0
261,"pero se ríen de una cuando hablo de la gente trans especie que va a poner a prueba lo que es el identificarse humano. no es queja, me parece espectacular. estas cosas (sean performance, burla, o en serio) ... son el futuro 👇🏻 url",0,0,0,1,1,0
846,"@acelerinodj bloody mary?!! pide una cerveza eso esta muy de tremendo marica ,considero",0,1,0,0,0,0
209,@lopezobrador_ @johnmackerman si pera ya no seas pendejo y estes metiendo a tanto pinche ratero como el homosexual de marcelo enrad y otros que pertenrsen a la mafia del poder,0,1,0,0,0,0
309,@clubamerica excelente vamos contodo mañana a ganar el clasiconacional y a callarles el hocico de perras con cuernos a los maricones de chivas,0,1,0,0,0,0
140,esos gays apenas no les puedes decir algo y ya piensan que quieres sexo jajajaja 😂,0,1,0,0,0,0
901,@hectorghs @bullyingfutbol pinches jotos.,0,1,0,0,0,0
352,"si se va a vestir de puta como todos los años en halloween por lo menos en este año si pónganse desodorante, luego anda bien hedionda con su suspensorio y arnés imitación piel todo sudado, lleno de meco de desconocido. respeto",0,1,0,0,1,0
199,habrá homosexuales que no se sientan @rihanna y que piensen algún día en ser serios horita pronto?! seguimos en la busqueda,0,1,0,0,0,0
306,@alex_16ec @sopitas @greciaplg pensé que ya no podías ser mas joto ahha,0,1,0,0,0,0
296,@lamuxevip @ventaneandouno @elcabaretito @envygdl pues el envy te apuesto hubiera matado por url que lastima que te escudes en un perfil falso para tirar tanta mierda siempre maricon!,0,1,0,0,0,0
245,"esos weyes que tienen cejas de travesti sabe que me dan, como la jota de la tele",0,0,0,1,0,0
10,@santigg108 eres un maricon,0,1,0,0,0,0
147,"esos de bts se me hacen seres asexuales, eunucos o algo así todo raro.",0,0,0,0,1,0
1000,@bisoucaramel_ @ponchogutz alv lópez se ve muy afeminado en esa foto :v,0,1,0,0,0,0
832,"@criszis @thenifel @marcelamerino @frenteorgullomx @adrianodanz @coalicionlgbtti @noticiaslgbt @tagletaigaro @luisperelmanmx @jrisco @johnmackerman @cirogomezl @movilh @jenarovillamil si. hueva. da la misma que una jota sea un puto o una pasiva. ¿para que diferenciar entre oso, activa y twink? pinches categorías innecesarias de maricones y afeminados. todo es lo mismo que “gay”.",0,1,0,0,0,0
273,"@dana_corres @ytzmaya @sof_j @laura_lecuona @la_go_mess hmm teentiendo. reconocer diferencias implicita luchar por terceros. solo, ¿como no aplica esto con mujeres indígenas? o trans-nacionales? ahora, como yo lo veo -digamos que desde lo personal-yo me esto sumando a tu lucha. no negándola.",0,0,0,0,1,0
938,"@tenochhuerta @versionextend y lo merecen, o solo es darle un premio a alguien por ser ""gay, moreno o negro, madre soltera o con alguna discapacidad""? 🤔",0,1,0,0,1,0
365,"jefe, ese puñal es un botarate o sea, un pendejo. saludos. url",0,1,0,0,0,0
398,@caroruix ahhh no entunces es una amiga closetera mas!,1,0,0,0,0,0
618,puto pelon de mierda @ligabancomermx los odio mueranse a la verga putos chacón y ustedes putos corruptos a la mierda los odio,0,1,0,0,0,0
718,@maxi_hp @frankymostro no sleeves esses a transformer,0,0,0,1,0,0
485,"@mclovinzdu no sea joto, veníamos ahorrando gasolina",0,1,0,0,0,0
135,"@sana_tu_vida el respeto se gana, y mi respeto comienza y termina donde empieza el suyo, pero además yo no le he faltado el respeto a ud. ni a ningún joto en particular pues yo generalice llamando así a todos los que son de culo alegre; perdón por mi sinceridad. que pase usted una linda tarde.",0,1,0,0,0,0
297,@colorsito_ @pinkkokkoa callate joto que ahí sigues,0,1,0,0,0,0
535,subeteamimoto no porque soy jotó y me puedo caeeeer remixfist url,0,1,0,0,1,0
561,@fabian23ramos @darachkmarti @franpholland mi opinión del tema de actores/actrices trans es: cero broncas con que una persona cis haga el papel de una persona trans pero entonces que dejen de joder y le den papeles cis a gente trans (la inversa).,0,0,0,0,1,0
503,@joseloordz un joto malvibroso que se la pasa viendo mi twitter 😂🤣.,0,1,0,0,0,0
458,"ese pinche joto igual se ve horrendo con los filtros de vato o vurl mejor que siga de puta posteando fotos en calzones viajando por el mundo, puta jeta quasimodo",0,1,0,0,0,0
158,@sandycoben obvio no. por eso la peluca?? obvio se fueron de justicieros del género. y a la verga si eres trans queer o travesti,0,0,0,1,1,0
741,@ricardobsalinas ese gilberto lozano es el clásico puto reprimido que como no lo atienden se pone de neuras será que esta en la andropausia?? tan viejo joto y chillón jajaja,0,1,0,0,0,0
269,"me cambiaste por una gorda, mísera, macahorra will cling to it.",1,0,0,0,0,0
826,@ayrton_victorio a huevo mi puto!!! 😂😂😂,0,1,0,0,0,0
371,"año 2008: qué chica más guapa, ojalá esté soltera. año 2017: qué guapa, ojalá no sea feminista, transgénero, bisexual, lesbiana, pansexual",1,0,1,1,1,0
868,@pepemontalvo @cometa_ es un puñal.,0,1,0,0,0,0
999,@danielpolina21 marica,0,1,0,0,0,0
894,@weritaaraiza no me veo con unos pantalones atigresados!! que jotos jajajaja,0,1,0,0,0,0
839,para qué ser una jotita discreta si puedes ser hetero-moderna.,0,1,0,0,0,0
96,@castillejos_m no seas mamon no seas localista le vas a rayados y no nos jusgas pinche joto,0,1,0,0,0,0
660,llega un jotito a una taqueria le dice señor taquero meda un taco con chile nooo mejor sin taco y 5 por favor jojojojo 😋,0,1,0,0,0,0
724,@papadebruno cómo la de gabriel joto o la de impresionanti ...,0,1,0,0,0,0
615,@navirri8 @demoncerda @mariohdzruiz ps no somos jotos pero mejor vamos al cine que les parece??,0,1,0,0,1,0
614,"la cancion mas marica que existe! ""las mañanitas"" escrita por el rey david en uno de sus pasones de opio! jajaja felizcumpleanosjuxxi",0,1,0,0,0,0
156,@yubitzavilla te juro qe es joto lloronnn 😫😫🤣🤣,0,1,0,0,0,0
921,@ricardopd21 eres marica,0,1,0,0,0,0
474,@el_viejopaulin0 chinga tu madre viejo maricon,0,1,0,0,1,0
751,"las famosas ""lesbianas"" no llegan a ser del todo homosexuales. siempre querrán tener algo url just say.",1,0,0,0,0,0
342,@josehin27 no andes de llorón joto,0,1,0,0,0,0
1068,"""hoy saw the tienda @gravity"" calle matamoros 917, barrio antiguo monterrey ""8117168513 guadalajara jalisco cdmx mexico saltillo jockstraps underwear swimwear gym gdl mty jal short bañadores bikinis thongs brief gay tshirts underwear ropa play",0,0,0,0,1,0
943,"@prettyinpunk27 entonces sí, no seas mariquita. yolo",0,1,0,0,0,0
433,"@abandonadostv @yorshdepolanco @julietagrajales estas viendo q sé ve bn joto jul, tenía mejor impresión de el pero cada día es url",0,1,0,0,0,0
478,el transexual @belindapop me bloqueo en instagram 😵 url,0,0,0,1,0,0
453,"yo y mi súper poder de tener a puro fan, joto! que horror",0,1,0,0,0,0
322,"empezando el cumple del marica de rené con juan (at @camaronchelero1 in guadalajara, jal) url",0,1,0,0,0,0
308,weey pero esque pinche gays y lesbianas dan un mal ejemplo 🙄 url,1,1,0,0,0,0
752,@callodehacha @berthisbonita se me hace que eres puñal,0,1,0,0,0,0
608,@lilveronicar @marica_1029 my sueño hecho realidad.,0,1,0,0,1,0
64,what thought that el mejor performance sea de unas vestidas. que malos premos vmas,0,0,0,1,0,0
670,@enea_salgado @velascom_ veeeerga y hay quien cree eso? que este idiota maricon hizo algo bueno por chiapas? digo además de amlo y sus 30 millones de idiotas,0,1,0,0,0,0
672,"@fernandeznorona ahí si, me dijo mariquita, me dijo la vestida! jajajajjaja que nena eras! quenenaeresnoroña",0,1,0,1,0,0
613,entérate descubren reproducción asexual de pez sierra url url,0,0,0,0,1,0
989,turbo hiper duper recontra marica url,0,1,0,0,0,0
178,"los gays que dicen ""bro"", namames, te la comes doblada y me vienes a decir ""bro"".",0,1,0,0,0,0
287,@javierbaez_ es un castigo por tanto joto que hay en cdmx.,0,1,0,0,0,0
277,"como chingan con el grito de puto, si te siientes ofendido es porque esta bien pendejo no porque odiemos a los homos",0,1,0,0,1,0
77,@poqkeeet porque eres un vato -puta lencha,1,0,0,0,0,0
294,@jc_osorio123 @maurod_ortega mauro marica jajaja okok.,0,1,0,0,0,0
714,"las de kittie parecian lesbianas, no como las mystica girls, ellas son bien femeninas",1,0,0,0,0,0
780,@comsatori the transsexual of the @marcelaluqu ayer estaba llevando gacho. no aguantó la carrilla y block me... panazis de piel delgada.,0,0,0,1,0,0
554,se escucha muy joto si digo que dentro de un año quiero que mi físico se parecerza al de giancarlo stanton? :v,0,1,0,0,0,0
926,@lorenzookie @moguelmayra @thinascua @ssamtaoying @sophie_sant @torosytoritos54 @alfredojalifer_ @julioastillero @orazioaguirre @beto__34 @salvadordelri17 @akirelincho esos ogts prianistas nunca lo iban url hicieron ese jugoso negocio trans sexenal url malo es igual que el huachicol url url y son miles de millones de pesos ya que nunca rindieron url son pocos los que estaban en ese url,0,0,0,1,1,0
88,cómo por qué tiene 6 favs putos url,0,1,0,0,0,0
723,"cabron de nombre raro diciendo ser mi camarada y haciendo pendejadas al actual galan de una ex mutua puto, rífate solo puñal ni te conozco 😡",0,1,0,0,0,0
538,@cruz_azul_fc ¡cómo me caga que siempre que hay ventaja se convierten en unos putos maricones y ahí es donde nos friegan carajo!,0,1,0,0,0,0
1042,@niriams ahora resulta ke ser lesbiana es un orgullo 😂😂😂😂😂 no mamen. ke la lleven a un exorcismo.,1,0,0,0,0,0
1024,@elfinisho puro tweet maricas que te avientas jajaja saludos wey!,0,1,0,0,0,0
736,"@agentna1 @bakslive @osnoca @simntolomeo2 @donporfifirio ay si, ¿cómo ven? che llorón bolonero, jamás ando pidiendo chichi, maricón.",0,1,0,0,0,0
361,ttu esta tirando a ese trol bizco y similitico y y yo soy la loca jajajajjajaj,0,0,0,0,1,0
290,"@jackskinripper ya todo le quieres regalar azael, tremendo joto!",0,1,0,0,0,0
285,y ahora todas las jotitas nuevas van a vomitar de elogios a la gaga. sorry pero no es jessica lange goldenglobes,0,1,0,0,0,0
371,"año 2008: que chica más guapa, ojalá esté soltera. año 2017: que guapa, ojalá no sea feminista, transgenero, bisexual, lesbian, pansexual",1,0,1,1,1,0
748,"@prispalomares ¿ha intentionado apagar, y luego volver a enceender a su lesbiana? url",1,0,0,0,0,0
855,sabes que un hombre es gay cuando pone un playlist de rocío dúrcal.,0,1,0,0,0,0
266,"@eeduardobr no negare que mi equipo ande mal, de hecho me caga como juega pero si te ofendiste con los comentarios pues que puto, amigo :)",0,1,0,0,0,0
327,"si la que te gusta tiene un amigo gay, automáticamente se vuelve una mamila en url",0,1,0,0,0,0
344,@felipecalderon una botella de alchol para este borracho pendejo q en su secsenio nunca bajó mucho menos en el del maricon de peña,0,1,0,0,0,0
59,"en una sociedad donde las preferencias sexuales son una moda y no una libre elección aparentemente innata, aborrezco a los ""homosexuales"".",1,1,0,0,0,0
380,"ha de ser bien feo tener un madral de dinero, y ser gay.",0,1,0,0,0,0
1043,"@edith_gdi jajaja no sufras. no pasa nada, el punto es una prena. hay chicas que encanta transestirse de hombres (se llaman lesbianas)",1,0,0,1,0,0
1039,@ivnuevo @noser2226 osea sí eres marica?,0,1,0,0,0,0
842,@luizpatron16 @mediotiempo @garciaposti @yosoy8a no seas maricon @luizpatron16 que tiene que ver lo demas pinche piojito,0,1,0,0,0,0
787,ser valiente ponga foto y no sea maricon yo tengo mi foto @marcetys aunque también algo tapada pero me pongo con ud 🐜 url,0,1,0,0,0,0
422,@valerebe20 ojalá ese puñal ya no pueda ir a usa,0,1,0,0,0,0
333,"""es que es url"" @sneeil 🙊😅😄",0,0,0,0,1,0
451,cervezas light??? jotos tenían que ser!! 🙄🙄🙄 es lo que hay! @ embarcadero nuevo de nativitas url,0,1,0,0,0,0
427,jotos de gdl con aires de diva no plz,0,1,0,0,0,0
644,@callodehacha maldito perro como ya no recibes tus 24 millones por eso estas mal ... lo bueno que ese dinero va al pueblo no a maricones como tú,0,1,0,0,0,0
672,"@fernandeznorona ahí si, me dijo mariquita, me dijo la vestida! jajajajja jajajaja que nena eres! quenenaeresnoroña",0,1,0,1,0,0
425,"eres mega puto!!! turbo, ultra come sables. url",0,1,0,0,0,0
111,kpx con mi voz de trans.,0,0,0,1,0,0
205,@csalcedojr con ese color de cabello parece transvesti de la merced! jajajajaja @tigresoficial url,0,0,0,1,0,0
950,me retracto. suena marica pero no está mal este material de inflames. url,0,1,0,0,0,0
387,@reporte_indigo cuando los hombres den a luz en una sociedad pervertida y degenerada dominada por transgeneros sí.,0,0,0,1,0,0
328,¿son jotos o que? jajaja,0,1,0,0,0,0
447,@jeetchiapas jajajajajajaja puto,0,1,0,0,0,0
318,@elssieip hasta que saliste de tu escondite mariquita,0,1,0,0,0,0
1011,donde estan los maricas?,0,1,0,0,0,0
83,"¿qué pedo, putos? ¿quién les infló tanto el ego, qué les da el valor o quién les hizo tanto daño?",0,1,0,0,0,0
129,"@renacova a parte de los penales pésimamente ejecutados, eso no lo dicen ni @cruzazulcd, ni los maricas de @jerryflores15 o @jesuscorona01.",0,1,0,0,0,0
743,aquí de puto escuchando: si yo fuera un chico.,0,1,0,0,0,0
969,@simonjccor pobrecito.. no se le cayeron los lentes al mariquita. ?,0,1,0,0,0,0
171,"la homofobia es por culpa de los maricones corrientes, la gente gay es respetada.",0,1,0,0,0,0
666,entiendan féminas bonitos los putos !!!,0,1,0,0,0,0
260,@cafrealvolante puñal,0,1,0,0,0,0
707,“@sandytok_tv: 1hra de gym y 1 hra de crossfit juntas no es de dios cansadisima vdd inche @beyafaby eres mariquita jaja nenita”tu eres gay,0,1,0,0,0,0
651,@miguela62853385 dile a ese amigo y tu k se vayan ala verga de mi parte! tengan huevos de decírmelo en mi cara putos de mierda!!,0,1,0,0,0,0
42,@swissley díselo a el transgenero que ganó miss españa,0,0,0,1,0,0
665,@ivanecia_ se volvió transgénico y transgenero y ahora tuitea con el arroba de lizmenita,0,0,0,1,0,0
332,@aleg0mez me cago de risa el twit de joto el que se dio cuenta que no tenía la corona hahaha,0,1,0,0,0,0
355,@xjaguayo @chumeltorres jajajajajaja solo contesta los que le calan el closetero del chumel jajajaja,0,1,0,0,0,0
138,@enrique_loopez nmms aguante 2 maricon!!! 😂,0,1,0,0,0,0
292,y hablando de lesbianas.. ya vieron la última foto de justin bieber? xd,1,1,0,0,0,0
1068,"🔥hoy vista la tienda @gravitymty ➡calle matamoros 917, barrio antiguo monterrey 📱8117168513 guadalajara jalisco cdmx mexico saltillo jockstraps underwear swimwear gym gdl mty jal short bañadores bikinis thongs brief gay tshirts underwear ropa playeras url",0,0,0,0,1,0
978,"rápido.. ¿cuáles eran esas respuestas? also ""pitonisa"" es un excelente nombr alburero para una mujer trans. url",0,0,0,1,0,0
141,@geraletipichia7 huele a marica,0,1,0,0,0,0
654,"a maluma jotito bebé, quién le dijo que canta en acústico?",0,1,0,0,0,0
605,"@florentinakane @hugochappaloni @mexican_fifi yo no tengo nada en contra de los homosexuales,lesbianas, travestis, transexuales etc, etc, para nada. pero como ya hubo un caso, osea hay un antecedente ¿porqué tenemos que arriesgar a las mujeres o niñas a que vuelva a suceder? es mi opinión. pero ""ojo"" no es ley. cada quien.",1,1,0,1,0,0
19,pide a @disney que no adoctrine a nuestros hijos con ideologia de genero en plus programas infants. firma: url...,0,0,0,0,1,0
139,"@mexico_survivor que se termine este pinche teatro si ya tienen su ganador la producción y el joto del warrior , pinche decepción de reality tener que ver ese adefesio llamado naomi el transformé que se pudran todos los que quedan disque compitiendo.",0,1,0,0,1,0
316,ganódelmazo es neta!? jajajajaja pateticos priistas de mierda no va a ganar esa jota de closet! nomaspri,1,1,0,0,0,0
409,"ahora resulted that los hombres sons claws lesbians, vayanse a la chingada todos. pinche mundo loco. url",1,0,0,0,0,0
224,puro joto tóxico y peleonero cumple años en mayo. 💀,0,1,0,0,0,0
467,no se la cogió porque tenía 19 maldito marica!,0,1,0,0,0,0
274,machorra y americanista 🤔,1,0,0,0,0,0
323,tengo gustos bien maricas.,0,1,0,0,0,0
405,y la jotita michoacána?,0,1,0,0,0,0
325,puto url,0,1,0,0,0,0
781,me urge decirle a una mujer trans que es hombre y que su próstata url,0,0,0,1,0,0
471,un joto mas feo que otro,0,1,0,0,0,0
938,"@tenochhuerta @versionextend y lo simplecen, o solo es darle un premo a alguien por ser ""gay, moreno o negro, madre soltera o con alguna discopacidad""?",0,1,0,0,1,0
1022,@tv_jotas es que no se podía parar a reclamarle jaja url,0,1,0,0,1,0
648,"@mundolgbttti @lgbt @sexybootyshd @diosaslesbianas por mi se pueden morir, pas de tengo pratique. @gay_of_europa url",1,1,0,0,0,0
682,@olbaid666 @cristiano esta medio gay tu pregunta jajaja pero si el cabello largo viene de moda dale micky,0,1,0,0,0,0
823,@ugesaurus ¡claro! se hacen mujeres trans para ganar in las olimpiadas.,0,0,0,1,0,0
739,jaja che maricón ntpsdv url,0,1,0,0,0,0
998,@johnnyvgarcia @bobbypulido425 @la_gr0sera el @pezdelreal tiene como 1 semana sin url debe andar pedo! pinche tigre joto!,0,1,0,0,0,0
905,putos todoooos,0,1,0,0,0,0
903,@michmich92 @tusico siempre es sabido que siempre se burlaban de renata hasta que ella en un antro le aventó una cheve a josé y estos la quemaron en las redes por naca y salvaje. ella solo se defendió del bullying que ese joto le hacía.,0,1,0,0,0,0
657,"quiero escribir una scifi gives a grupo of marketteros de los 80 descubre cómo hacer promoción subliminal súper buena. pero a la par -y sin el internet- no hacen buen taking, así que un chingo de niños los --programan, y viceversa. años después puom, gente trans.",0,0,0,1,0,0
983,"@jwanpi @sancadilla @bocajrsoficial me hace falta beber contigo. hoy coincido mucho, la neta sí es de maricas.",0,1,0,0,0,0
131,"¿por quen hay tantos homos y lenchas in the career of qfb, aquí in the uam? ¿pinches por qué?!",1,1,0,0,0,0
430,@danielgcalderon te cortaste el pelo marica ?,0,1,0,0,0,0
581,"eso es lo mismo que decir: aquel que santifica la fiesta no está pecando y adentro de la casa tienen orgias y todo el pedo, no url alguien que nace hombre o mujer en esencia siempre lo será, aquel que se enamora de un trans es gay a huevo, closetero pero lo es. url",0,0,0,1,0,0
708,"@ayeljuann jajajajaja puto descarado, borracho y maña influencia 😂 (de nuevo porque lo escribí mal ggggg)",0,1,0,0,1,0
321,@evysoto sí la costeña tiene chile es transgenero jajajajjajjaaja,0,0,0,1,0,0
573,"yo no metería al bote a la loca, sino al hijueputa juez que lo dejó en libertad hace un mes.",0,1,0,0,1,0
1004,@cesarhopa princeso?? jajaja que marica,0,1,0,0,0,0
705,"@drpetacas parece una drag queen; chula, pero drag al fin. pobres de mis paisanos 😒",0,0,0,1,1,0
130,@maggie_glez1 el pedo es que te salga un esposo transsexual y ps ahí cambia todo.,0,0,0,1,0,0
438,tenia que ser su hermano jajaja igual de pinches jotos los dos😂😂😂,0,1,0,0,0,0
39,"estoy seguro que en lo mas profundo del infierno hay un lugar reservado para esas personas que utilizan escopetas en linea, maricas.",0,1,0,0,0,0
30,@xneritax bien que te gustaba el pequeño marica :p,0,1,0,0,0,0
242,"huele a joto (@ playa de los muertos in puerto vallarta, jalisco) url",0,1,0,0,0,0
700,"a lado de mi en el bus a la zona hotelera de cancún viene sentada una lesbiana que realmente parece hombre, no por su aspecto sino por el desagradable olor de su sudor. que perro asco. tantita higiene.",1,0,0,0,0,0
916,@estiosbuenos @hoiasoygermam eres un corriente homosexual de closet siquiera reconócelo a nadie le importa,0,1,0,0,0,0
136,qué fuerte epn ya olías a putito url,0,1,0,0,0,0
310,"si tu marido no te defiende de nadie, felicidades no tienes marido tienes un marica. seteniaquedecirysedijo",0,1,0,0,0,0
1053,"alguien recuerda cuando salió justin bieber con su sencillo ""baby"" y todos pensamos ""that bueno que le den la oportunidad a una lesbiana""??",1,0,0,0,0,0
548,@rollercoaster64 @donvocero @silvanoaureoles @lopezobrador_ pide pruebas y se las llevan y se zurra. así de maricon es.,0,1,0,0,0,0
429,"""nosotros respetamos la decisión de fulano"" qué frase tanhueca ypuñetas yvacía ajajaja osea dequésirve? esmásbien para decir nos caga, joto!",0,1,0,0,0,0
363,ser trans es efecto secundario de la clonación. url,0,0,0,1,0,0
1042,"@niriams ahora resulta ke ser lesbiana is an orgullo, not a mom. ke la lev has an exorcismo.",1,0,0,0,0,0
673,"if vas directo al grano se ofenden, if es conversación normal te url nada les parece (y por la forma en responsir es una transvesti loca)",0,0,0,1,0,0
3,no llore jota,0,1,0,0,0,0
111,kpx con mi voz de trans. 🔫🔫,0,0,0,1,0,0
722,@patstapia ?utooooooo!!!! matarile al maricon!!!,0,1,0,0,0,0
250,"transformers parecen esas madres, y ciertamente soy pobre url",0,0,0,1,0,0
823,@ugesaurus ¡claro! se hacen mujeres trans para ganar en las olimpiadas.,0,0,0,1,0,0
988,"si no traes un peinado de gokú, entonces no eres lesbiana",1,0,0,0,0,0
895,"acá ando prr0z, y joto el que diga ""me traes tequila""",0,1,0,0,0,0
376,"alguien es bien nena, mariquita y flojo y además no quiere aceptarlo.",0,1,0,0,0,0
583,y el premio de los mellizos putos es url url,0,1,0,0,0,0
364,"@juncalssolano callase el hocico clip transformer matraquero, url",0,0,0,1,0,0
314,@clonmil quédate con tu vieja 😜😜😜 pinche viejo joto😃😃 url,0,1,0,0,0,0
439,estaban unos vatos gays enfrente de mi y de besaron bien cabron que hasta me sentí violado,0,1,0,0,0,0
1063,@elpulpomo @evidegaray @jrsestaca y le va a regalar un tradicional chorizouw a su hermano marica,0,1,0,0,0,0
319,@angelmezaw hazla de campos de concentración y matan a los jotos,0,1,0,0,0,0
626,para que hacer corajes no vale la pena hay mejores cosas que ver en la tele tengo cable y yo viendo pendejadas de gays etcc😎👎meenamorosi,0,1,0,0,0,0
925,"@soyreferee ¿sóbense? 42 millones incluidos cientos de miles de niños no solo batean a los americanistas, hasta jotos les dicen. o no ochoa?",0,1,0,0,0,0
5,@heeywera pff es bien marica,0,1,0,0,0,0
100,porque eres tan pinche mandilon joto,0,1,0,0,0,0
424,qp con esa loca lesbiana🌚😳,1,0,0,0,0,0
764,maricon @puliidooo url,0,1,0,0,0,0
610,@thalia por que me bloqueaste de instagram acaso te dolió lo que dije de tus thalifan la lencha esa?? respondeme,1,0,0,0,0,0
588,"que perro asco me da la afición regia, porque nadie le cerró el osico al puñetas que le está gritando desde atrás, así como queman a las morras de los packs que sacan hasta dirección y teléfono así quemen a ese marica y al de la cheve, ojo marica es un hombre sin huevos, no u gay url",0,1,0,0,0,0
1010,nodal es la lesbiana intensa de la relación. siono. @elnodal @belindapop url,1,0,0,0,0,0
423,"fernanfloo no as hecho lo que te dige de geometry dash que juegues otro nivel que no sea online o eres marica, puto miedos de mierda maricon",0,1,0,0,0,0
976,@vishavilla @choco29play es bien joto bro :v,0,1,0,0,0,0
874,"de repente me encuentro con fotos de exnovios luciendo súper afeminados, quiero que alguien me diga que no es mi url por favor",0,1,0,0,0,0
202,@iyaroboxander jajaja ni el odio de dios combinado al tuyo le tatará lo transvesti que se ve jared.,0,0,0,1,0,0
15,por fin means de donde viene ese cuento de 'los trans'. url,0,0,0,1,0,0
227,no me deja de doler la panza por todo lo que he comido😖que pasó amigo? dónde quedó ese estómago de hierro? nos estamos poniendo medio gays.,0,1,0,0,0,0
493,"es de homosexuales, mostrar una foto de la mano arañada por un gato, como si se fueran a morir.",0,1,0,0,0,0
630,"los rumores son ciertos; los maricas la chupan mejor que las mismas url nadiemelocontoyolovi url""",0,1,0,0,0,0
341,"@capispeaking transvestite es un vato con vestido, transsexual vato con chichis, transgenero, vato sin pilin",0,0,0,1,0,0
532,hoy salieron los azules de su url ¡salieron de su escondite mariquitas! juegocolosal url,0,1,0,0,0,0
66,@manunisima no se como sucedió eso. la lesbiana loca esa de tu edificio seguro /cc @soylakikis,1,0,0,0,0,0
820,"@papaya_rockera eres un puñal, papayita.",0,1,0,0,0,0
67,"me reeemputa que dejen jugar mujeres trans en torneos femeniles, como vergas bloqueas a un@ cabron@ de 1.80 que pesa el doble que tú y tiene el triple de fuerza",0,0,0,1,0,0
780,@comsatori la transexual de la @marcelaluqu ayer se estaba llevando gacho. no aguantó la carrilla y me bloqueó... panazis de piel delgada.,0,0,0,1,0,0
